Fecha_emision;Numero;Codigo_articulo;Articulo;Presentacion;Precio_UNitario_con_iva
8/3/2022;311;441;Pegamento p/ Ceramicos x 30 kg;Unidad;772,5484385
8/3/2022;311;213;Flete;Unidad;1.188,04
3/3/2022;299;696;Teflón 1/2 x 20 mts;Unidad;67,90461313
3/3/2022;299;1097;"Canilla Plástica Pico Manguera 1/2""""  """;Unidad;327,8977905
3/3/2022;299;213;Flete;Unidad;147,2770377
3/3/2022;299;1479;Disco de Corte Sensitiva 355mm;Unidad;1.121,11
2/3/2022;319;1515;Espuma de Poliuretano x 750ml;Unidad;1.581,76
2/3/2022;319;699;Telgopor Molido x 80 lts;Unidad;619,7406771
2/3/2022;319;550;Pintura Asfaltica x 200 lts;Unidad;64.887,99
2/3/2022;319;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;64,53660756
2/3/2022;319;213;Flete;Unidad;1.188,03
2/3/2022;319;213;Flete;Unidad;981,84
27/2/2022;310;710;Tirante de madera Varios x mts;mts;1.643,68
27/2/2022;310;710;Tirante de madera Varios x mts;mts;1.691,41
27/2/2022;310;710;Tirante de madera Varios x mts;mts;422,6531533
27/2/2022;310;710;Tirante de madera Varios x mts;mts;410,9199106
25/2/2022;300;651;Sellador Elastico p/ Pared x 300ml;Unidad;2.544,57
25/2/2022;301;207;Film de Polietileno Agro x 2mts x mts 200mic;mts;126,9518353
25/2/2022;301;1512;"Manguera p/ Riego bicolor Ø1/2"" x mts";mts;91,90011466
19/2/2022;309;1388;"Tabla de Saligna de 1""x6"" x mts";mts;157,1923049
16/2/2022;287;1422;Balde Plástico albañil c/ manija;Unidad;277,7815171
16/2/2022;288;1511;Metal desplegado 0,70 x 2,00 mts;Unidad;565,7345418
14/2/2022;284;69;Botin de Seguridad Pta Acero;Unidad;4.307,26
14/2/2022;284;69;Botin de Seguridad Pta Acero;Unidad;4.307,26
14/2/2022;284;1466;Camisa de Trabajo Uso Int;Unidad;2.302,89
14/2/2022;284;1466;Camisa de Trabajo Uso Int;Unidad;2.470,61
14/2/2022;284;1467;Pantalón de Trabajo uso Int;Unidad;2.539,49
14/2/2022;285;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;494,54962
14/2/2022;285;141;"Clavo Pta Paris 2"" x kg";Kilos;479,448739
11/2/2022;280;302;Hierro Nerv Ø6mm x 12 mts;Unidad;658,8979912
11/2/2022;280;303;Hierro Nerv Ø8mm x 12 mts;Unidad;942,7255902
11/2/2022;280;296;Hierro Nerv Ø10mm x 12 mts;Unidad;1.471,77
11/2/2022;280;297;Hierro Nerv Ø12mm x 12 mts;Unidad;2.128,07
11/2/2022;280;298;Hierro Nerv Ø16mm x 12 mts;Unidad;3.706,45
11/2/2022;280;299;Hierro Nerv Ø20mm x 12 mts;Unidad;5.794,26
11/2/2022;286;294;Hidrofugo x 20 lts;Unidad;1.837,82
11/2/2022;286;88;Cal Hidratada x 25 kg;Unidad;485,5927588
11/2/2022;286;438;Pegamento Flex p/ Ceramicos x 30 kg;Unidad;717,5002442
11/2/2022;289;533;Pileta l304 E44;Unidad;9.751,69
11/2/2022;290;116;Cemento Normal x 50 kg;Unidad;816,1435563
11/2/2022;290;88;Cal Hidratada x 25 kg;Unidad;504,7077927
11/2/2022;290;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;71,88927777
11/2/2022;303;33;Arena x m3;metro 3;1.259,29
10/2/2022;302;1433;Cadena patente Eslabón corto x kg;Kilos;1.015,39
10/2/2022;302;291;Herramienta Manual al 21%;Unidad;1.891,43
10/2/2022;302;1434;Candado Redondo de Acero;Unidad;1.855,78
10/2/2022;302;282;Guantes de DPS Negro x un;Unidad;209,0202708
9/2/2022;293;116;Cemento Normal x 50 kg;Unidad;816,1397913
9/2/2022;294;302;Hierro Nerv Ø6mm x 12 mts;Unidad;668,3358771
9/2/2022;295;101;Canto Rodado 1-2 x m3;metro 3;7.425,02
8/2/2022;281;823;Adhesivo Sikadur 31 Bicomp x 1 kg;Unidad;3.436,37
7/2/2022;297;290;Herramienta Manual al 10,5%;Unidad;24.800,26
7/2/2022;298;288;Herramienta Electrica al 10,5%;Unidad;226.950,37
7/2/2022;308;33;Arena x m3;metro 3;1.259,28
3/2/2022;278;116;Cemento Normal x 50 kg;Unidad;909,1638019
3/2/2022;278;88;Cal Hidratada x 25 kg;Unidad;539,5285166
3/2/2022;278;293;Hidrofugo Sika 1 x 1 lts;Unidad;130,3362382
3/2/2022;279;1159;Ficha Hembra 10A 3 Aguj Salida Longt;Unidad;142,3535997
3/2/2022;279;1480;Zapatilla c/Tomas S/ Cable;Unidad;588,1078523
3/2/2022;279;1160;Ficha Macho 10A 3 Ptas Salida Longt;Unidad;142,3730734
1/2/2022;291;207;Film de Polietileno Agro x 2mts x mts 200mic;mts;126,9486786
1/2/2022;291;651;Sellador Elastico p/ Pared x 300ml;Unidad;2.627,85
1/2/2022;291;650;Sellador de Silicona x 300ml;Unidad;1.797,15
1/2/2022;291;1466;Camisa de Trabajo Uso Int;Unidad;2.588,63
1/2/2022;292;282;Guantes de DPS Negro x un;Unidad;312,0102753
1/2/2022;292;29;Anteojos de Seguridad;Unidad;279,1782979
1/2/2022;292;1121;Cinta Aisladora PVC x 20 mts ;Unidad;406,6467441
1/2/2022;292;1434;Candado Redondo de Acero;Unidad;529,3925342
1/2/2022;292;1479;Disco de Corte Sensitiva 355mm;Unidad;1.121,07
1/2/2022;292;291;Herramienta Manual al 21%;Unidad;9.705,09
1/2/2022;292;1509;Aerosol Lubricante tipo W80;Unidad;423,3365804
1/2/2022;292;29;Anteojos de Seguridad;Unidad;279,1773468
1/2/2022;292;29;Anteojos de Seguridad;Unidad;287,3949241
1/2/2022;292;281;Guantes de Algodón Moteados;Unidad;147,2515247
1/2/2022;292;1430;Tanza Albañilería x 100mts;Unidad;297,9686621
1/2/2022;292;291;Herramienta Manual al 21%;Unidad;4.425,79
1/2/2022;292;1466;Camisa de Trabajo Uso Int;Unidad;2.703,55
1/2/2022;292;114;Casco de Seguridad c/ Arnes;Unidad;505,620024
28/1/2022;272;302;Hierro Nerv Ø6mm x 12 mts;Unidad;789,6264607
27/1/2022;277;710;Tirante de madera Varios x mts;mts;1.643,62
27/1/2022;277;710;Tirante de madera Varios x mts;mts;410,8947322
27/1/2022;277;710;Tirante de madera Varios x mts;mts;1.690,58
27/1/2022;277;710;Tirante de madera Varios x mts;mts;422,6366302
26/1/2022;276;116;Cemento Normal x 50 kg;Unidad;828,002884
26/1/2022;276;88;Cal Hidratada x 25 kg;Unidad;480,6606319
24/1/2022;275;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;479,4331104
24/1/2022;275;141;"Clavo Pta Paris 2"" x kg";Kilos;470,5082741
21/1/2022;270;30;Arandela plana;Unidad;15,19826387
21/1/2022;270;1466;Camisa de Trabajo Uso Int;Unidad;2.646,61
21/1/2022;273;302;Hierro Nerv Ø6mm x 12 mts;Unidad;789,6215754
21/1/2022;273;296;Hierro Nerv Ø10mm x 12 mts;Unidad;1.759,41
21/1/2022;273;297;Hierro Nerv Ø12mm x 12 mts;Unidad;2.494,91
21/1/2022;273;298;Hierro Nerv Ø16mm x 12 mts;Unidad;4.381,88
21/1/2022;274;295;Hidrofugo x 200 lts;Unidad;9.273,67
21/1/2022;282;730;Tubo Estructural Cuad 100 x 100 x mts;mts;2.817,53
21/1/2022;283;397;Media sombra x mts;mts;476,1610452
20/1/2022;269;158;Disco Corte Plano Ø115mm;Unidad;98,16968666
20/1/2022;269;1405;Disco de Corte Diamantado Segmentado 175mm;Unidad;1.980,93
20/1/2022;269;1478;Disco de Corte Diamantado Segmentado 115mm;Unidad;866,9142406
20/1/2022;304;33;Arena x m3;metro 3;1.259,25
14/1/2022;296;1432;Aditivo Ligante x 1 lts;Unidad;604,5193157
13/1/2022;261;291;Herramienta Manual al 21%;Unidad;21.599,44
13/1/2022;261;1170;Fratacho Fieltro ;Unidad;196,3485349
13/1/2022;261;1506;Fratacho Plástico 30cm;Unidad;254,4017405
13/1/2022;261;1507;Zaranda c/ Tejido Mosquitero;Unidad;1.120,53
13/1/2022;261;1422;Balde Plástico albañil c/ manija;Unidad;277,7680629
13/1/2022;261;291;Herramienta Manual al 21%;Unidad;15.119,57
13/1/2022;261;213;Flete;Unidad;1.781,95
13/1/2022;262;289;Herramienta Electrica al 21%;Unidad;5.622,96
12/1/2022;260;749;Tubo Estructural Rect 20x10 x mts;mts;172,5590502
12/1/2022;260;760;Tubo Estructural Rect 50 x 25 x mts;mts;556,3592877
12/1/2022;260;213;Flete;Unidad;1.187,96
11/1/2022;266;1079;Cable Subterraneo 3 x 25 + 1,6mm ;mts;293,5541099
11/1/2022;266;1508;Cable Subterraneo 4 x 1,5 mm;mts;264,1003744
11/1/2022;267;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;73,22154291
11/1/2022;267;296;Hierro Nerv Ø10mm x 12 mts;Unidad;1.808,49
11/1/2022;267;302;Hierro Nerv Ø6mm x 12 mts;Unidad;775,6782056
11/1/2022;267;213;Flete;Unidad;1.069,16
11/1/2022;271;291;Herramienta Manual al 21%;Unidad;2.846,49
11/1/2022;271;1509;Aerosol Lubricante tipo W80;Unidad;481,4759706
11/1/2022;271;1510;Grasa lubricante de Litio x 500g;Unidad;885,2728204
11/1/2022;271;1510;Grasa lubricante de Litio x 500g;Unidad;934,1454142
11/1/2022;271;153;Cutter Trincheta c/ hoja x un;Unidad;350,6921413
10/1/2022;257;1422;Balde Plástico albañil c/ manija;Unidad;357,2207881
10/1/2022;257;291;Herramienta Manual al 21%;Unidad;4.353,83
10/1/2022;257;1121;Cinta Aisladora PVC x 20 mts ;Unidad;262,8910415
10/1/2022;257;281;Guantes de Algodón Moteados;Unidad;137,4293902
10/1/2022;258;288;Herramienta Electrica al 10,5%;Unidad;44.971,44
10/1/2022;259;1394;Cable Tipo Taller 3 x 2.5mm;mts;273,9159727
10/1/2022;259;1480;Zapatilla c/Tomas S/ Cable;Unidad;480,0890228
10/1/2022;259;1160;Ficha Macho 10A 3 Ptas Salida Longt;Unidad;136,4669482
30/12/2021;268;409;Membrana Plavicom Fibrado x 20 lts;Unidad;10.406,83
30/12/2021;268;293;Hidrofugo Sika 1 x 1 lts;Unidad;83,44110254
30/12/2021;268;425;Mortero Cementicio Sika MonoTop 107 x 25 kg;Unidad;1.472,66
27/12/2021;256;425;Mortero Cementicio Sika MonoTop 107 x 25 kg;Unidad;3.239,86
27/12/2021;256;1432;Aditivo Ligante x 1 lts;Unidad;490,886963
22/12/2021;238;1321;Puerta Placa 60cm c/marco Der;Unidad;15.315,66
22/12/2021;238;213;Flete;Unidad;2.375,89
21/12/2021;239;1411;"Tabla p/ Deck Pino 1""x4"" x mts";mts;182,3347556
21/12/2021;240;759;Tubo Estructural Rect 50 x 20 x mts;mts;506,6924197
21/12/2021;240;1498;"Tubo Estructural Redondo 5/8"" (15.8)";mts;184,2097404
21/12/2021;240;517;"Perfil Planchuela 7/8"" x 1/8"" (22,2x3,2) x mts";mts;156,59243
21/12/2021;240;1499;"Perfil Planchuela 3"" x 1/8"" (76.2x3.2) x mts";mts;557,9890862
21/12/2021;240;1500;Cable de Acero Galva Ø mm x mts;mts;116,4182457
21/12/2021;240;1501;"Tensor p/ Alambre Caja Larga 1/4""";Unidad;136,6131734
21/12/2021;240;1502;Grampa p/ Alambre 3/16;Unidad;38,62277634
21/12/2021;240;213;Flete;Unidad;1.187,94
21/12/2021;241;759;Tubo Estructural Rect 50 x 20 x mts;mts;530,3115474
21/12/2021;264;302;Hierro Nerv Ø6mm x 12 mts;Unidad;746,0840109
20/12/2021;232;101;Canto Rodado 1-2 x m3;metro 3;4.989,34
20/12/2021;233;88;Cal Hidratada x 25 kg;Unidad;363,2632135
20/12/2021;233;116;Cemento Normal x 50 kg;Unidad;863,9731912
20/12/2021;233;213;Flete;Unidad;1.781,90
20/12/2021;234;710;Tirante de madera Varios x mts;mts;1.542,34
20/12/2021;234;710;Tirante de madera Varios x mts;mts;1.586,30
20/12/2021;234;710;Tirante de madera Varios x mts;mts;379,6184101
20/12/2021;234;710;Tirante de madera Varios x mts;mts;390,4765018
20/12/2021;250;1501;"Tensor p/ Alambre Caja Larga 1/4""";Unidad;293,488001
20/12/2021;250;1502;Grampa p/ Alambre 3/16;Unidad;35,73612595
20/12/2021;250;1434;Candado Redondo de Acero;Unidad;2.137,66
20/12/2021;250;672;Taco Expansión Metalicos x un;Unidad;150,3370079
20/12/2021;251;712;"Tornillo Aut c/ Arand 14"" x  2"" x un";Unidad;31,1610662
20/12/2021;251;606;"Punta PH 2 x 50mm 1/4"" x un";Unidad;408,3629028
20/12/2021;252;712;"Tornillo Aut c/ Arand 14"" x  2"" x un";Unidad;31,25920868
20/12/2021;252;606;"Punta PH 2 x 50mm 1/4"" x un";Unidad;408,362465
20/12/2021;253;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;465,4514748
20/12/2021;253;141;"Clavo Pta Paris 2"" x kg";Kilos;456,7823071
20/12/2021;254;159;Disco Desbaste Ø115mm;Unidad;201,6234278
20/12/2021;254;1503;Disco Flap de Fibra p/ Desbaste;Unidad;217,3510581
20/12/2021;255;1505;"Tornillo Aut p/ Met C/ Fresada 10 x 1""5/8"" x un";Unidad;5,242576586
20/12/2021;255;158;Disco Corte Plano Ø115mm;Unidad;98,17553907
20/12/2021;255;208;Film de Polietileno Agro x 4mts x mts 200mic;mts;362,7191531
20/12/2021;255;1479;Disco de Corte Sensitiva 355mm;Unidad;436,4781635
20/12/2021;255;45;Barbijo Comun x un;Unidad;76,94986441
20/12/2021;255;394;Mecha SDS Plus Widia x un;Unidad;295,1739463
20/12/2021;255;394;Mecha SDS Plus Widia x un;Unidad;364,1615566
20/12/2021;255;1504;"Tornillo Aut p/ Met C/ Fresada 10 x 2"" x un";Unidad;7,991463332
20/12/2021;255;1244;"Grampa Chaveta ?3/4"""" p/ Tubo """;Unidad;251,7113261
20/12/2021;255;1503;Disco Flap de Fibra p/ Desbaste;Unidad;217,3499
20/12/2021;255;159;Disco Desbaste Ø115mm;Unidad;201,6221386
20/12/2021;305;33;Arena x m3;metro 3;1.187,92
20/12/2021;306;33;Arena x m3;metro 3;1.187,92
17/12/2021;247;425;Mortero Cementicio Sika MonoTop 107 x 25 kg;Unidad;3.239,77
17/12/2021;247;651;Sellador Elastico p/ Pared x 300ml;Unidad;1.668,97
16/12/2021;230;288;Herramienta Electrica al 10,5%;Unidad;31.487,03
16/12/2021;230;161;Electrodo Pta Azul 2,5mm x kg;Kilos;1.024,94
16/12/2021;230;1495;Careta Fotosensible p/ Soldador;Unidad;3.572,21
16/12/2021;231;161;Electrodo Pta Azul 2,5mm x kg;Kilos;1.024,94
16/12/2021;236;161;Electrodo Pta Azul 2,5mm x kg;Kilos;1.024,94
16/12/2021;237;1424;"Virola Retorno p/ Piscina c/ rosca Ø1"" 1/2""";Unidad;426,6076852
16/12/2021;237;1496;"PVC Tapon Ø1"" 1/2""";Unidad;380,9072317
16/12/2021;237;1497;Escalera p/ Piscina Acero Inox 4 Escalones;Unidad;35.195,49
16/12/2021;243;656;Sifón p/ desague;Unidad;576,3033259
16/12/2021;243;234;Fusion Llave de Paso Ø20mm;Unidad;1.290,97
16/12/2021;245;606;"Punta PH 2 x 50mm 1/4"" x un";Unidad;126,7331914
16/12/2021;245;713;"Tornillo Aut p/ Met 6 x 1"" 5/8"" x 100 un";Unidad;524,7903928
16/12/2021;249;564;Plastificante Multiacción x lts;lts;541,9215125
15/12/2021;244;1392;Interruptor Termico 2 x 32A;Unidad;731,3973092
15/12/2021;244;160;Disyuntor 2 x 40 A;Unidad;2.569,95
15/12/2021;244;1251;Interruptor Termico 2 x 15A ;Unidad;633,2225089
15/12/2021;244;1252;Interruptor Termico 2 x 20A ;Unidad;633,2221768
15/12/2021;244;86;Caja PVC p/ Embutir Rectangular P/ Electricidad;Unidad;58,63928805
15/12/2021;244;84;Caja PVC p/ Embutir Cuadrada P/ Electricidad;Unidad;59,43446574
15/12/2021;244;84;Caja PVC p/ Embutir Cuadrada P/ Electricidad;Unidad;142,5483962
15/12/2021;244;87;Caja PVC Paso 15x15x7 cm P/ Electricidad;Unidad;369,5849942
15/12/2021;244;1489;Caja PVC p/ Embutir Octogonal Chica P/ Electricidad;Unidad;58,63916527
15/12/2021;244;1490;Caja PVC p/ Embutir Hexagonal Grande 90 x 90 P/ Electricidad;Unidad;107,9910398
15/12/2021;244;774;Tubo PVC p/ Luz Semi Pesado 20mm x 3mts;Unidad;128,8921474
15/12/2021;244;145;Conector PVC p/ Tubo Semi Pesado 20mm;Unidad;67,34706905
15/12/2021;244;778;Union PVC p/ Tubo Semi Pesado 20mm;Unidad;35,29338002
15/12/2021;244;1471;Curva PVC Ø20mm P/ Electricidad;Unidad;94,9141085
15/12/2021;244;145;Conector PVC p/ Tubo Semi Pesado 20mm;Unidad;35,6173155
15/12/2021;244;778;Union PVC p/ Tubo Semi Pesado 20mm;Unidad;26,53626065
15/12/2021;244;1471;Curva PVC Ø20mm P/ Electricidad;Unidad;79,52038453
15/12/2021;244;1084;Cable Unipolar 1 x 4mm;mts;115,8248159
15/12/2021;244;1082;Cable Unipolar 1 x 2,5mm;mts;72,83470608
15/12/2021;244;1080;Cable Unipolar 1 x 1,5 mm;mts;35,4601458
15/12/2021;244;1066;Bastidor p/ Modulo Electrico 10x5 ;Unidad;43,20598577
15/12/2021;244;1491;Tapa p/ Bastidor 5x10 3 Módulos;Unidad;53,98536525
15/12/2021;244;1492;Modulo p/ Bastidor 10A 3P;Unidad;94,27553985
15/12/2021;244;1492;Modulo p/ Bastidor 10A 3P;Unidad;249,3102253
15/12/2021;244;1493;Modulo p/ Bastidor 1 Punto 10A;Unidad;85,9111105
15/12/2021;244;1493;Modulo p/ Bastidor 1 Punto 10A;Unidad;105,7910693
15/12/2021;244;1267;Llave Luz 1 Toma 20A;Unidad;215,9801708
15/12/2021;244;1352;"Tapon p/ Caja Multiple sint 3/4""""";Unidad;10,69101292
15/12/2021;244;1491;Tapa p/ Bastidor 5x10 3 Módulos;Unidad;332,206611
15/12/2021;244;682;Tapa Ciega 15x15 cm;Unidad;87,37366088
15/12/2021;244;1121;Cinta Aisladora PVC x 20 mts ;Unidad;74,71916738
15/12/2021;244;1122;Cinta Aisladora Tela x 20 mts ;Unidad;170,6729805
15/12/2021;244;4;Adhesivo PVC x 1000 cc;Unidad;717,3857318
15/12/2021;244;1494;Tablero Embutir PVC 12 DIN p/ Electricidad;Unidad;9.286,14
15/12/2021;244;774;Tubo PVC p/ Luz Semi Pesado 20mm x 3mts;Unidad;235,7708348
14/12/2021;228;1247;Inodoro Losa Sanitaria x un;Unidad;9.114,08
14/12/2021;228;155;Deposito Losa Sanitaria Colgar x un;Unidad;8.865,29
14/12/2021;228;277;Griferia Varias Ducha c/ cuadro;Unidad;10.798,38
14/12/2021;228;275;Griferia Varias Cocina;Unidad;10.282,30
14/12/2021;228;1484;Grampa p/ Lavatorio Galvanizada;Unidad;127,1427478
14/12/2021;228;1485;"Grampa Omega Ø1"" 1/4"" Galvanizada p/ caño de Ø40mm";Unidad;17,46481602
14/12/2021;228;728;Tornillo Varios x un;Unidad;9,885925079
14/12/2021;228;693;Tarugo Nro 8;Unidad;3,956331445
14/12/2021;228;1486;Sopapa p/ Lavatorio Ø40mm c/ Rosca;Unidad;237,7920872
14/12/2021;228;1487;Tornillo p/ Inodoro y Bidet;Unidad;75,55309084
14/12/2021;228;216;"Flexible Ø1/2"" x 50 cm x un";Unidad;674,3031369
14/12/2021;228;1488;Aro de Goma p/ Base Inodoro;Unidad;137,4012445
14/12/2021;229;709;Tierra Refractaria x 25 kg;Unidad;971,9002751
13/12/2021;227;1483;Perfil UPN 180 x 70 x mts;mts;8.327,39
13/12/2021;227;213;Flete;Unidad;1.161,19
6/12/2021;222;1411;"Tabla p/ Deck Pino 1""x4"" x mts";mts;217,6562424
6/12/2021;222;213;Flete;Unidad;1.544,24
6/12/2021;223;1482;Imprégnate p/ Madera x lts;lts;768,2017617
6/12/2021;224;33;Arena x m3;metro 3;1.187,87
6/12/2021;225;589;Puerta Placa 70cm Marco Aluminio Izq;Unidad;15.314,73
6/12/2021;225;213;Flete;Unidad;1.963,44
6/12/2021;248;8;Aguarras x 1 lts;Unidad;176,8752216
2/12/2021;217;1481;Canto Rodado 1-2 x Bolsa 3 Baldes;Unidad;176,7082406
2/12/2021;221;320;Ladrillo Comun x un;Unidad;274,4081241
2/12/2021;221;698;Tejuela x un;Unidad;125,1976613
2/12/2021;221;709;Tierra Refractaria x 25 kg;Unidad;1.749,14
2/12/2021;226;281;Guantes de Algodón Moteados;Unidad;137,4198295
2/12/2021;226;291;Herramienta Manual al 21%;Unidad;2.257,07
2/12/2021;226;1433;Cadena patente Eslabón corto x kg;Kilos;1.131,52
2/12/2021;226;1434;Candado Redondo de Acero;Unidad;1.167,63
1/12/2021;215;1457;PVC Ramal Y Ø100;Unidad;596,9278336
1/12/2021;215;223;Fusion Caño Ø25mm x 4 mts;Unidad;880,6215013
1/12/2021;215;226;Fusion Codo 90° Ø25mm;Unidad;61,09165618
1/12/2021;215;1449;Fusion Curva 45° 25mm;Unidad;84,88820251
1/12/2021;215;235;Fusion Llave de Paso Ø25mm;Unidad;1.710,69
1/12/2021;215;231;Fusion Cupla Ø25mm;Unidad;45,8162185
1/12/2021;218;320;Ladrillo Comun x un;Unidad;21,38154566
1/12/2021;219;735;Tubo Estructural Cuad 50 x 50 x mts;mts;778,8552955
1/12/2021;219;161;Electrodo Pta Azul 2,5mm x kg;Kilos;796,9771686
1/12/2021;219;177;Esmalte Sintéctico Satin x 1 lts;Unidad;1.294,77
1/12/2021;219;8;Aguarras x 1 lts;Unidad;494,5527811
1/12/2021;219;538;Pincel nº20 x un;Unidad;377,2979233
1/12/2021;219;730;Tubo Estructural Cuad 100 x 100 x mts;mts;1.576,95
1/12/2021;219;213;Flete;Unidad;1.187,86
1/12/2021;265;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;3.352,99
30/11/2021;214;213;Flete;Unidad;1.009,19
30/11/2021;214;115;Cemento Albañilería x 40 kg;Unidad;652,2025852
30/11/2021;214;116;Cemento Normal x 50 kg;Unidad;769,1227368
30/11/2021;235;297;Hierro Nerv Ø12mm x 12 mts;Unidad;1.982,08
30/11/2021;235;302;Hierro Nerv Ø6mm x 12 mts;Unidad;597,089019
30/11/2021;235;115;Cemento Albañilería x 40 kg;Unidad;638,3887804
30/11/2021;235;116;Cemento Normal x 50 kg;Unidad;780,8917585
26/11/2021;242;1394;Cable Tipo Taller 3 x 2.5mm;mts;269,5447144
26/11/2021;242;1395;Ficha Hembra 20A 3 Aguj;Unidad;250,3327671
26/11/2021;242;1160;Ficha Macho 10A 3 Ptas Salida Longt;Unidad;127,6205627
26/11/2021;263;760;Tubo Estructural Rect 50 x 25 x mts;mts;545,4009283
26/11/2021;263;213;Flete;Unidad;1.187,85
25/11/2021;220;223;Fusion Caño Ø25mm x 4 mts;Unidad;680,4031046
25/11/2021;220;231;Fusion Cupla Ø25mm;Unidad;35,84167278
25/11/2021;220;222;Fusion Caño Ø20mm x 4 mts;Unidad;468,7393428
25/11/2021;220;225;Fusion Codo 90° Ø20mm;Unidad;28,05680606
25/11/2021;220;238;Fusion Tee Ø20mm;Unidad;35,84161933
25/11/2021;220;230;Fusion Cupla Ø20mm;Unidad;21,20456294
25/11/2021;220;234;Fusion Llave de Paso Ø20mm;Unidad;901,3407317
25/11/2021;220;919;"Fusion Tubo Hembra ?20mm x ?1/2""""    """;Unidad;140,1070472
25/11/2021;220;907;"Fusion Codo 90º Ø20mm x 1/2"" c/ Inserto H";Unidad;150,4147361
25/11/2021;220;111;Caño PVC Ø40 x 3,2 x 4mts;Unidad;633,327991
25/11/2021;220;1456;PVC Codo a 90° Ø40 3.2;Unidad;53,47267041
25/11/2021;220;999;PVC Codo a 45? HH ?40 3,2 Awaduct;Unidad;37,56926903
25/11/2021;220;1004;PVC Codo a 45? MH ?50 3,2 Awaduct;Unidad;56,96743151
25/11/2021;220;1335;PVC Ramal Y MH ?110 x ?63 3,2 Awaduct;Unidad;319,1470417
25/11/2021;220;1005;PVC Codo a 45? MH ?63 3,2 Awaduct;Unidad;91,06141176
25/11/2021;220;1436;Caño PVC Ø63 x 3,2 x 4mts;Unidad;966,5796935
25/11/2021;220;35;Bacha Cocina Varias;Unidad;7.988,18
25/11/2021;246;33;Arena x m3;metro 3;5.939,21
25/11/2021;246;33;Arena x m3;metro 3;5.939,20
25/11/2021;246;101;Canto Rodado 1-2 x m3;metro 3;10.096,64
24/11/2021;210;69;Botin de Seguridad Pta Acero;Unidad;3.413,24
18/11/2021;209;1467;Pantalón de Trabajo uso Int;Unidad;1.211,60
18/11/2021;209;1466;Camisa de Trabajo Uso Int;Unidad;1.211,59
18/11/2021;209;1466;Camisa de Trabajo Uso Int;Unidad;1.425,41
15/11/2021;204;1472;Curva PVC Ø25mm P/ Electricidad;Unidad;78,99607289
15/11/2021;204;775;Tubo PVC p/ Luz Semi Pesado 25mm x 3mts;Unidad;267,6166132
15/11/2021;204;85;Caja PVC p/ Embutir Octogonal Grande P/ Electricidad;Unidad;92,53339782
15/11/2021;204;146;Conector PVC p/ Tubo Semi Pesado 25mm;Unidad;58,80275633
15/11/2021;204;970;Gancho Centro 3/16 ;Unidad;52,13710949
15/11/2021;205;1450;Caño PVC Ø100 1,6 x 4mts;Unidad;1.850,37
15/11/2021;205;1453;PVC Codo a 90° Ø100;Unidad;436,9558667
15/11/2021;205;1452;PVC Curva a 45° Ø100;Unidad;251,2021344
15/11/2021;205;1418;Pegamento p/ PVC x 250 CC;Unidad;291,1760079
15/11/2021;205;1473;PVC Cupla Ø100;Unidad;142,1275136
15/11/2021;205;1474;PVC Embudo Hor p/ Azotea c/ Reja 20 x 20 ?110 3,2;Unidad;1.034,43
15/11/2021;205;221;Fusion Buje Reduccion Ø25x20mm;Unidad;46,72788399
15/11/2021;205;1475;"Fusion Tee c/ Rosca Ø32mm x Ø1/2""""";Unidad;736,7393392
15/11/2021;205;234;Fusion Llave de Paso Ø20mm;Unidad;1.768,18
15/11/2021;205;226;Fusion Codo 90° Ø25mm;Unidad;67,3528452
15/11/2021;205;239;Fusion Tee Ø25mm;Unidad;96,82273556
15/11/2021;205;1476;"Fusion Codo 90° Ø25mm x Ø3/4"""" c/ Inserto H";Unidad;314,6467413
15/11/2021;205;238;Fusion Tee Ø20mm;Unidad;50,54646459
15/11/2021;205;912;Fusion Curva Sobrepaso ?20mm     ;Unidad;121,658969
15/11/2021;205;1477;Fusion Curva Sobrepaso Ø25mm;Unidad;164,6071654
15/11/2021;206;33;Arena x m3;metro 3;1.187,83
15/11/2021;206;33;Arena x m3;metro 3;1.187,82
15/11/2021;206;33;Arena x m3;metro 3;1.187,82
15/11/2021;208;1479;Disco de Corte Sensitiva 355mm;Unidad;436,4417798
15/11/2021;208;71;Brocha Nro 40;Unidad;744,6964028
15/11/2021;216;302;Hierro Nerv Ø6mm x 12 mts;Unidad;731,8263282
15/11/2021;216;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;75,8439077
15/11/2021;216;116;Cemento Normal x 50 kg;Unidad;901,2128831
15/11/2021;216;115;Cemento Albañilería x 40 kg;Unidad;764,2203807
15/11/2021;216;699;Telgopor Molido x 80 lts;Unidad;713,1044724
15/11/2021;216;213;Flete;Unidad;950,2557694
12/11/2021;211;1394;Cable Tipo Taller 3 x 2.5mm;mts;264,0688829
12/11/2021;211;1396;Ficha Macho 20A 3 Aguj;Unidad;319,0519934
12/11/2021;211;1480;Zapatilla c/Tomas S/ Cable;Unidad;873,6843091
